,id,Date,Day,Home Team,Home Score,Away Team,Away Score,Playoffs
0,0205199983,02051999,Fri,83,Atlanta Hawks,100,Box Score,0
1,02051999103,02051999,Fri,103,Boston Celtics,92,Box Score,0
2,0205199978,02051999,Fri,78,Charlotte Hornets,66,Box Score,0
3,02051999110,02051999,Fri,110,Denver Nuggets,92,Box Score,0
4,0205199981,02051999,Fri,81,Indiana Pacers,96,Box Score,0
5,02051999101,02051999,Fri,101,Los Angeles Clippers,92,Box Score,0
6,0205199991,02051999,Fri,91,Los Angeles Lakers,99,Box Score,0
7,0205199995,02051999,Fri,95,Miami Heat,81,Box Score,0
8,0205199985,02051999,Fri,85,Orlando Magic,93,Box Score,0
9,0205199983,02051999,Fri,83,San Antonio Spurs,101,Box Score,0
10,0205199986,02051999,Fri,86,Seattle SuperSonics,92,Box Score,0
11,0205199996,02051999,Fri,96,Utah Jazz,104,Box Score,0
12,02061999106,02061999,Sat,106,Atlanta Hawks,111,Box Score,0
13,0206199973,02061999,Sat,73,Boston Celtics,77,Box Score,0
14,02061999113,02061999,Sat,113,Charlotte Hornets,107,Box Score,0
15,0206199986,02061999,Sat,86,Golden State Warriors,84,Box Score,0
16,0206199975,02061999,Sat,75,Philadelphia 76ers,95,Box Score,0
17,0206199982,02061999,Sat,82,San Antonio Spurs,96,Box Score,0
18,0206199997,02061999,Sat,97,Washington Wizards,98,Box Score,0
19,0207199998,02071999,Sun,98,Detroit Pistons,107,Box Score,0
20,02071999102,02071999,Sun,102,Golden State Warriors,99,Box Score,0
21,0207199989,02071999,Sun,89,Los Angeles Clippers,84,Box Score,0
22,02071999100,02071999,Sun,100,Los Angeles Lakers,91,Box Score,0
23,0207199969,02071999,Sun,69,New Jersey Nets,79,Box Score,0
24,0207199983,02071999,Sun,83,New York Knicks,79,Box Score,0
25,02071999108,02071999,Sun,108,Phoenix Suns,115,Box Score,0
26,0207199987,02071999,Sun,87,Sacramento Kings,109,Box Score,0
27,0207199988,02071999,Sun,88,Seattle SuperSonics,91,Box Score,0
28,0208199991,02081999,Mon,91,Charlotte Hornets,94,Box Score,0
29,0208199995,02081999,Mon,95,Cleveland Cavaliers,89,Box Score,0
30,02081999103,02081999,Mon,103,Detroit Pistons,106,Box Score,0
31,0208199980,02081999,Mon,80,Houston Rockets,99,Box Score,0
32,0208199990,02081999,Mon,90,Orlando Magic,107,Box Score,0
33,0208199980,02081999,Mon,80,San Antonio Spurs,75,Box Score,0
34,0208199995,02081999,Mon,95,Vancouver Grizzlies,76,Box Score,0
35,0209199987,02091999,Tue,87,Chicago Bulls,71,Box Score,0
36,0209199990,02091999,Tue,90,Dallas Mavericks,79,Box Score,0
37,02091999108,02091999,Tue,108,Miami Heat,101,Box Score,0
38,0209199970,02091999,Tue,70,Minnesota Timberwolves,74,Box Score,0
39,0209199986,02091999,Tue,86,Philadelphia 76ers,90,Box Score,0
40,02091999112,02091999,Tue,112,Phoenix Suns,95,Box Score,0
41,0209199971,02091999,Tue,71,Seattle SuperSonics,90,Box Score,0
42,0209199991,02091999,Tue,91,Toronto Raptors,77,Box Score,0
43,0210199987,02101999,Wed,87,Charlotte Hornets,77,Box Score,0
44,02101999103,02101999,Wed,103,Denver Nuggets,98,Box Score,0
45,0210199989,02101999,Wed,89,Golden State Warriors,82,Box Score,0
46,0210199982,02101999,Wed,82,Houston Rockets,92,Box Score,0
47,0210199989,02101999,Wed,89,New Jersey Nets,81,Box Score,0
48,0210199988,02101999,Wed,88,New York Knicks,101,Box Score,0
49,0210199992,02101999,Wed,92,Portland Trail Blazers,100,Box Score,0
50,0210199999,02101999,Wed,99,Vancouver Grizzlies,105,Box Score,0
51,0211199988,02111999,Thu,88,Atlanta Hawks,100,Box Score,0
52,0211199973,02111999,Thu,73,Chicago Bulls,68,Box Score,0
53,0211199989,02111999,Thu,89,Cleveland Cavaliers,99,Box Score,0
54,02111999105,02111999,Thu,105,Dallas Mavericks,95,Box Score,0
55,0211199987,02111999,Thu,87,Detroit Pistons,81,Box Score,0
56,0211199984,02111999,Thu,84,Miami Heat,102,Box Score,0
57,0211199975,02111999,Thu,75,Milwaukee Bucks,95,Box Score,0
58,0211199975,02111999,Thu,75,Minnesota Timberwolves,86,Box Score,0
59,0211199982,02111999,Thu,82,Phoenix Suns,74,Box Score,0
60,02111999101,02111999,Thu,101,Vancouver Grizzlies,97,Box Score,0
61,0212199994,02121999,Fri,94,Denver Nuggets,100,Box Score,0
62,0212199997,02121999,Fri,97,Golden State Warriors,81,Box Score,0
63,0212199998,02121999,Fri,98,Philadelphia 76ers,94,Box Score,0
64,02131999104,02131999,Sat,104,Phoenix Suns,107,Box Score,0
65,0213199992,02131999,Sat,92,Seattle SuperSonics,105,Box Score,0
66,0214199989,02141999,Sun,89,Chicago Bulls,76,Box Score,0
67,02141999100,02141999,Sun,100,Golden State Warriors,105,Box Score,0
68,0214199995,02141999,Sun,95,Los Angeles Clippers,73,Box Score,0
69,02141999101,02141999,Sun,101,Los Angeles Lakers,99,Box Score,0
70,0214199982,02141999,Sun,82,Orlando Magic,85,Box Score,0
71,0214199970,02141999,Sun,70,Philadelphia 76ers,78,Box Score,0
72,0214199992,02141999,Sun,92,Vancouver Grizzlies,96,Box Score,0
73,02151999115,02151999,Mon,115,Denver Nuggets,106,Box Score,0
74,0215199999,02151999,Mon,99,Golden State Warriors,101,Box Score,0
75,0215199972,02151999,Mon,72,Miami Heat,95,Box Score,0
76,0215199969,02151999,Mon,69,New York Knicks,78,Box Score,0
77,0215199984,02151999,Mon,84,Portland Trail Blazers,99,Box Score,0
78,02151999112,02151999,Mon,112,Utah Jazz,120,Box Score,0
79,0216199983,02161999,Tue,83,Chicago Bulls,67,Box Score,0
80,0216199978,02161999,Tue,78,Cleveland Cavaliers,90,Box Score,0
81,0216199992,02161999,Tue,92,Houston Rockets,109,Box Score,0
82,0216199989,02161999,Tue,89,Indiana Pacers,78,Box Score,0
83,0216199993,02161999,Tue,93,Los Angeles Clippers,89,Box Score,0
84,0216199988,02161999,Tue,88,Los Angeles Lakers,116,Box Score,0
85,0216199982,02161999,Tue,82,New Jersey Nets,97,Box Score,0
86,0216199985,02161999,Tue,85,New York Knicks,95,Box Score,0
87,0216199993,02161999,Tue,93,Philadelphia 76ers,92,Box Score,0
88,0216199998,02161999,Tue,98,Sacramento Kings,101,Box Score,0
89,0216199956,02161999,Tue,56,Seattle SuperSonics,71,Box Score,0
90,0217199991,02171999,Wed,91,Detroit Pistons,80,Box Score,0
91,0217199987,02171999,Wed,87,Golden State Warriors,96,Box Score,0
92,0217199988,02171999,Wed,88,Los Angeles Lakers,101,Box Score,0
93,0217199983,02171999,Wed,83,Milwaukee Bucks,91,Box Score,0
94,02171999102,02171999,Wed,102,Minnesota Timberwolves,116,Box Score,0
95,0217199985,02171999,Wed,85,Orlando Magic,96,Box Score,0
96,0217199985,02171999,Wed,85,Portland Trail Blazers,100,Box Score,0
97,0217199979,02171999,Wed,79,San Antonio Spurs,76,Box Score,0
98,02171999109,02171999,Wed,109,Seattle SuperSonics,106,Box Score,0
99,02171999131,02171999,Wed,131,Vancouver Grizzlies,129,Box Score,0
100,0218199974,02181999,Thu,74,Cleveland Cavaliers,98,Box Score,0
101,0218199995,02181999,Thu,95,Indiana Pacers,99,Box Score,0
102,0218199993,02181999,Thu,93,New Jersey Nets,92,Box Score,0
103,0218199995,02181999,Thu,95,Toronto Raptors,88,Box Score,0
104,0218199986,02181999,Thu,86,Utah Jazz,97,Box Score,0
105,0219199999,02191999,Fri,99,Atlanta Hawks,94,Box Score,0
106,0219199979,02191999,Fri,79,Golden State Warriors,84,Box Score,0
107,0219199994,02191999,Fri,94,Los Angeles Lakers,106,Box Score,0
108,0219199996,02191999,Fri,96,Minnesota Timberwolves,115,Box Score,0
109,0219199978,02191999,Fri,78,Philadelphia 76ers,67,Box Score,0
110,02191999101,02191999,Fri,101,Phoenix Suns,93,Box Score,0
111,0219199986,02191999,Fri,86,Portland Trail Blazers,106,Box Score,0
112,0219199995,02191999,Fri,95,Sacramento Kings,106,Box Score,0
113,0219199982,02191999,Fri,82,Toronto Raptors,90,Box Score,0
114,0219199991,02191999,Fri,91,Washington Wizards,93,Box Score,0
115,0220199984,02201999,Sat,84,Cleveland Cavaliers,89,Box Score,0
116,02201999105,02201999,Sat,105,Los Angeles Clippers,90,Box Score,0
117,0220199971,02201999,Sat,71,Miami Heat,81,Box Score,0
118,0220199982,02201999,Sat,82,Milwaukee Bucks,80,Box Score,0
119,0220199976,02201999,Sat,76,Philadelphia 76ers,69,Box Score,0
120,0220199984,02201999,Sat,84,Portland Trail Blazers,90,Box Score,0
121,0220199980,02201999,Sat,80,Utah Jazz,110,Box Score,0
122,0221199979,02211999,Sun,79,Indiana Pacers,80,Box Score,0
123,0221199990,02211999,Sun,90,Minnesota Timberwolves,102,Box Score,0
124,0221199963,02211999,Sun,63,New York Knicks,79,Box Score,0
125,0221199983,02211999,Sun,83,Orlando Magic,109,Box Score,0
126,0221199964,02211999,Sun,64,San Antonio Spurs,85,Box Score,0
127,0221199989,02211999,Sun,89,Seattle SuperSonics,92,Box Score,0
128,0221199987,02211999,Sun,87,Toronto Raptors,102,Box Score,0
129,0221199975,02211999,Sun,75,Washington Wizards,86,Box Score,0
130,0222199977,02221999,Mon,77,Atlanta Hawks,68,Box Score,0
131,02221999106,02221999,Mon,106,Cleveland Cavaliers,97,Box Score,0
132,02221999113,02221999,Mon,113,Denver Nuggets,117,Box Score,0
133,0222199989,02221999,Mon,89,Minnesota Timberwolves,95,Box Score,0
134,0222199996,02221999,Mon,96,Orlando Magic,107,Box Score,0
135,0222199983,02221999,Mon,83,Phoenix Suns,101,Box Score,0
136,0222199989,02221999,Mon,89,Utah Jazz,104,Box Score,0
137,0223199990,02231999,Tue,90,Chicago Bulls,88,Box Score,0
138,0223199985,02231999,Tue,85,Dallas Mavericks,89,Box Score,0
139,0223199980,02231999,Tue,80,Detroit Pistons,106,Box Score,0
140,0223199986,02231999,Tue,86,Houston Rockets,98,Box Score,0
141,0223199994,02231999,Tue,94,Los Angeles Clippers,89,Box Score,0
142,0223199974,02231999,Tue,74,New York Knicks,82,Box Score,0
143,0223199983,02231999,Tue,83,Vancouver Grizzlies,93,Box Score,0
144,0223199996,02231999,Tue,96,Washington Wizards,80,Box Score,0
145,0224199979,02241999,Wed,79,Boston Celtics,111,Box Score,0
146,0224199991,02241999,Wed,91,Charlotte Hornets,83,Box Score,0
147,0224199987,02241999,Wed,87,Denver Nuggets,97,Box Score,0
148,0224199973,02241999,Wed,73,Detroit Pistons,89,Box Score,0
149,0224199984,02241999,Wed,84,Indiana Pacers,104,Box Score,0
150,0224199994,02241999,Wed,94,New Jersey Nets,85,Box Score,0
151,0224199981,02241999,Wed,81,Philadelphia 76ers,94,Box Score,0
152,0224199981,02241999,Wed,81,San Antonio Spurs,99,Box Score,0
153,0225199998,02251999,Thu,98,Chicago Bulls,80,Box Score,0
154,0225199981,02251999,Thu,81,Cleveland Cavaliers,74,Box Score,0
155,0225199981,02251999,Thu,81,Dallas Mavericks,90,Box Score,0
156,0225199993,02251999,Thu,93,Houston Rockets,87,Box Score,0
157,02251999115,02251999,Thu,115,Los Angeles Clippers,100,Box Score,0
158,02251999113,02251999,Thu,113,New York Knicks,115,Box Score,0
159,0225199994,02251999,Thu,94,Vancouver Grizzlies,86,Box Score,0
160,02251999115,02251999,Thu,115,Washington Wizards,105,Box Score,0
161,0226199980,02261999,Fri,80,Boston Celtics,94,Box Score,0
162,0226199995,02261999,Fri,95,Charlotte Hornets,97,Box Score,0
163,0226199995,02261999,Fri,95,Denver Nuggets,96,Box Score,0
164,0226199993,02261999,Fri,93,Detroit Pistons,95,Box Score,0
165,0226199990,02261999,Fri,90,Golden State Warriors,94,Box Score,0
166,0226199983,02261999,Fri,83,Los Angeles Lakers,99,Box Score,0
167,02261999100,02261999,Fri,100,Orlando Magic,103,Box Score,0
168,0226199982,02261999,Fri,82,Seattle SuperSonics,92,Box Score,0
169,0226199992,02261999,Fri,92,Toronto Raptors,102,Box Score,0
170,0226199965,02261999,Fri,65,Utah Jazz,80,Box Score,0
171,0227199977,02271999,Sat,77,Chicago Bulls,94,Box Score,0
172,0227199990,02271999,Sat,90,Dallas Mavericks,97,Box Score,0
173,02271999103,02271999,Sat,103,Los Angeles Clippers,74,Box Score,0
174,02271999101,02271999,Sat,101,New Jersey Nets,92,Box Score,0
175,0227199986,02271999,Sat,86,Vancouver Grizzlies,74,Box Score,0
176,0227199982,02271999,Sat,82,Washington Wizards,81,Box Score,0
177,02281999112,02281999,Sun,112,Denver Nuggets,116,Box Score,0
178,0228199968,02281999,Sun,68,Detroit Pistons,89,Box Score,0
179,0228199990,02281999,Sun,90,Los Angeles Lakers,106,Box Score,0
180,0228199978,02281999,Sun,78,Miami Heat,84,Box Score,0
181,0228199987,02281999,Sun,87,Milwaukee Bucks,76,Box Score,0
182,02281999100,02281999,Sun,100,Minnesota Timberwolves,93,Box Score,0
183,0228199989,02281999,Sun,89,Phoenix Suns,102,Box Score,0
184,02281999101,02281999,Sun,101,San Antonio Spurs,87,Box Score,0
185,0228199990,02281999,Sun,90,Toronto Raptors,88,Box Score,0
186,0301199999,03011999,Mon,99,Boston Celtics,97,Box Score,0
187,0301199988,03011999,Mon,88,Charlotte Hornets,91,Box Score,0
188,0301199978,03011999,Mon,78,New York Knicks,85,Box Score,0
189,0301199967,03011999,Mon,67,Orlando Magic,70,Box Score,0
190,0301199997,03011999,Mon,97,Phoenix Suns,91,Box Score,0
191,03011999105,03011999,Mon,105,Sacramento Kings,102,Box Score,0
192,03011999104,03011999,Mon,104,Washington Wizards,91,Box Score,0
193,0302199997,03021999,Tue,97,Atlanta Hawks,77,Box Score,0
194,03021999108,03021999,Tue,108,Chicago Bulls,78,Box Score,0
195,0302199999,03021999,Tue,99,Cleveland Cavaliers,116,Box Score,0
196,0302199999,03021999,Tue,99,Dallas Mavericks,112,Box Score,0
197,0302199999,03021999,Tue,99,Houston Rockets,82,Box Score,0
198,0302199981,03021999,Tue,81,Indiana Pacers,88,Box Score,0
199,0302199984,03021999,Tue,84,Miami Heat,85,Box Score,0
200,0302199978,03021999,Tue,78,Minnesota Timberwolves,89,Box Score,0
201,0302199994,03021999,Tue,94,New Jersey Nets,86,Box Score,0
202,03021999100,03021999,Tue,100,Portland Trail Blazers,102,Box Score,0
203,03021999111,03021999,Tue,111,Vancouver Grizzlies,101,Box Score,0
204,0303199995,03031999,Wed,95,Los Angeles Lakers,101,Box Score,0
205,0303199978,03031999,Wed,78,Milwaukee Bucks,106,Box Score,0
206,0303199976,03031999,Wed,76,Orlando Magic,93,Box Score,0
207,0303199986,03031999,Wed,86,Philadelphia 76ers,102,Box Score,0
208,0303199997,03031999,Wed,97,Sacramento Kings,93,Box Score,0
209,0303199986,03031999,Wed,86,Utah Jazz,109,Box Score,0
210,03031999106,03031999,Wed,106,Washington Wizards,95,Box Score,0
211,0304199986,03041999,Thu,86,Atlanta Hawks,77,Box Score,0
212,0304199999,03041999,Thu,99,Cleveland Cavaliers,84,Box Score,0
213,0304199995,03041999,Thu,95,Dallas Mavericks,79,Box Score,0
214,0304199977,03041999,Thu,77,Houston Rockets,96,Box Score,0
215,0304199987,03041999,Thu,87,Miami Heat,95,Box Score,0
216,0304199996,03041999,Thu,96,New Jersey Nets,82,Box Score,0
217,03041999101,03041999,Thu,101,Seattle SuperSonics,93,Box Score,0
218,03041999102,03041999,Thu,102,Vancouver Grizzlies,93,Box Score,0
219,0305199994,03051999,Fri,94,Boston Celtics,102,Box Score,0
220,03051999102,03051999,Fri,102,Indiana Pacers,83,Box Score,0
221,03051999100,03051999,Fri,100,Los Angeles Lakers,103,Box Score,0
222,0305199987,03051999,Fri,87,Milwaukee Bucks,88,Box Score,0
223,0305199989,03051999,Fri,89,Philadelphia 76ers,78,Box Score,0
224,0305199985,03051999,Fri,85,Portland Trail Blazers,97,Box Score,0
225,0305199989,03051999,Fri,89,Toronto Raptors,84,Box Score,0
226,0305199995,03051999,Fri,95,Utah Jazz,106,Box Score,0
227,0305199985,03051999,Fri,85,Washington Wizards,86,Box Score,0
228,0306199980,03061999,Sat,80,Cleveland Cavaliers,97,Box Score,0
229,0306199982,03061999,Sat,82,Orlando Magic,87,Box Score,0
230,03061999111,03061999,Sat,111,Phoenix Suns,99,Box Score,0
231,0306199985,03061999,Sat,85,San Antonio Spurs,114,Box Score,0
232,03061999107,03061999,Sat,107,Vancouver Grizzlies,92,Box Score,0
233,03071999106,03071999,Sun,106,Denver Nuggets,96,Box Score,0
234,0307199972,03071999,Sun,72,Indiana Pacers,85,Box Score,0
235,0307199986,03071999,Sun,86,New York Knicks,97,Box Score,0
236,03071999103,03071999,Sun,103,Philadelphia 76ers,95,Box Score,0
237,0307199971,03071999,Sun,71,Portland Trail Blazers,111,Box Score,0
238,0307199989,03071999,Sun,89,Sacramento Kings,94,Box Score,0
239,0307199988,03071999,Sun,88,Seattle SuperSonics,77,Box Score,0
240,0307199992,03071999,Sun,92,Toronto Raptors,105,Box Score,0
241,0307199997,03071999,Sun,97,Utah Jazz,89,Box Score,0
242,0308199971,03081999,Mon,71,Detroit Pistons,75,Box Score,0
243,0308199989,03081999,Mon,89,Miami Heat,91,Box Score,0
244,0308199976,03081999,Mon,76,Milwaukee Bucks,81,Box Score,0
245,03081999114,03081999,Mon,114,Orlando Magic,110,Box Score,0
246,0308199992,03081999,Mon,92,Vancouver Grizzlies,73,Box Score,0
247,0309199987,03091999,Tue,87,Charlotte Hornets,105,Box Score,0
248,0309199987,03091999,Tue,87,Chicago Bulls,103,Box Score,0
249,03091999103,03091999,Tue,103,Dallas Mavericks,91,Box Score,0
250,0309199982,03091999,Tue,82,Golden State Warriors,92,Box Score,0
251,0309199975,03091999,Tue,75,Houston Rockets,84,Box Score,0
252,03091999103,03091999,Tue,103,Los Angeles Clippers,99,Box Score,0
253,0309199984,03091999,Tue,84,Minnesota Timberwolves,85,Box Score,0
254,0309199987,03091999,Tue,87,New York Knicks,86,Box Score,0
255,0309199998,03091999,Tue,98,Portland Trail Blazers,103,Box Score,0
256,0309199975,03091999,Tue,75,Utah Jazz,88,Box Score,0
257,0310199982,03101999,Wed,82,Indiana Pacers,93,Box Score,0
258,0310199975,03101999,Wed,75,Los Angeles Lakers,94,Box Score,0
259,0310199978,03101999,Wed,78,Miami Heat,88,Box Score,0
260,0310199997,03101999,Wed,97,Milwaukee Bucks,101,Box Score,0
261,0310199970,03101999,Wed,70,Philadelphia 76ers,85,Box Score,0
262,0310199986,03101999,Wed,86,Phoenix Suns,73,Box Score,0
263,0310199979,03101999,Wed,79,San Antonio Spurs,81,Box Score,0
264,0310199987,03101999,Wed,87,Washington Wizards,97,Box Score,0
265,0311199985,03111999,Thu,85,Atlanta Hawks,99,Box Score,0
266,0311199992,03111999,Thu,92,Chicago Bulls,83,Box Score,0
267,0311199976,03111999,Thu,76,Dallas Mavericks,93,Box Score,0
268,0311199982,03111999,Thu,82,Golden State Warriors,89,Box Score,0
269,0311199991,03111999,Thu,91,Houston Rockets,102,Box Score,0
270,0311199992,03111999,Thu,92,Los Angeles Clippers,106,Box Score,0
271,0311199973,03111999,Thu,73,Miami Heat,83,Box Score,0
272,0311199986,03111999,Thu,86,New York Knicks,98,Box Score,0
273,0311199989,03111999,Thu,89,Utah Jazz,94,Box Score,0
274,0312199963,03121999,Fri,63,Chicago Bulls,76,Box Score,0
275,0312199983,03121999,Fri,83,Detroit Pistons,93,Box Score,0
276,03121999104,03121999,Fri,104,Indiana Pacers,109,Box Score,0
277,0312199978,03121999,Fri,78,Los Angeles Lakers,89,Box Score,0
278,0312199993,03121999,Fri,93,Philadelphia 76ers,100,Box Score,0
279,0312199999,03121999,Fri,99,Phoenix Suns,97,Box Score,0
280,0312199991,03121999,Fri,91,Portland Trail Blazers,77,Box Score,0
281,03121999101,03121999,Fri,101,Sacramento Kings,95,Box Score,0
282,0312199992,03121999,Fri,92,Washington Wizards,83,Box Score,0
283,0313199975,03131999,Sat,75,Atlanta Hawks,86,Box Score,0
284,0313199974,03131999,Sat,74,Dallas Mavericks,91,Box Score,0
285,0313199987,03131999,Sat,87,Golden State Warriors,74,Box Score,0
286,0313199989,03131999,Sat,89,Houston Rockets,100,Box Score,0
287,03131999106,03131999,Sat,106,Los Angeles Clippers,96,Box Score,0
288,0313199961,03131999,Sat,61,San Antonio Spurs,92,Box Score,0
289,0313199972,03131999,Sat,72,Utah Jazz,99,Box Score,0
290,0314199985,03141999,Sun,85,Detroit Pistons,72,Box Score,0
291,0314199996,03141999,Sun,96,Indiana Pacers,99,Box Score,0
292,0314199976,03141999,Sun,76,Miami Heat,102,Box Score,0
293,0314199986,03141999,Sun,86,New York Knicks,94,Box Score,0
294,0314199990,03141999,Sun,90,Phoenix Suns,104,Box Score,0
295,03141999101,03141999,Sun,101,Sacramento Kings,105,Box Score,0
296,0314199989,03141999,Sun,89,Seattle SuperSonics,108,Box Score,0
297,0314199986,03141999,Sun,86,Washington Wizards,98,Box Score,0
298,0315199989,03151999,Mon,89,Chicago Bulls,85,Box Score,0
299,03151999106,03151999,Mon,106,Dallas Mavericks,91,Box Score,0
300,0315199984,03151999,Mon,84,Denver Nuggets,110,Box Score,0
301,03151999111,03151999,Mon,111,Golden State Warriors,105,Box Score,0
302,03151999108,03151999,Mon,108,Milwaukee Bucks,102,Box Score,0
303,0315199990,03151999,Mon,90,Minnesota Timberwolves,83,Box Score,0
304,0315199973,03151999,Mon,73,Orlando Magic,74,Box Score,0
305,0315199982,03151999,Mon,82,Toronto Raptors,89,Box Score,0
306,0316199982,03161999,Tue,82,Cleveland Cavaliers,86,Box Score,0
307,0316199993,03161999,Tue,93,Houston Rockets,101,Box Score,0
308,0316199985,03161999,Tue,85,Indiana Pacers,79,Box Score,0
309,0316199985,03161999,Tue,85,Miami Heat,94,Box Score,0
310,03161999110,03161999,Tue,110,Milwaukee Bucks,92,Box Score,0
311,03161999107,03161999,Tue,107,Minnesota Timberwolves,101,Box Score,0
312,0316199989,03161999,Tue,89,New York Knicks,113,Box Score,0
313,03161999121,03161999,Tue,121,Sacramento Kings,109,Box Score,0
314,0316199985,03161999,Tue,85,Seattle SuperSonics,87,Box Score,0
315,0316199985,03161999,Tue,85,Toronto Raptors,100,Box Score,0
316,0317199986,03171999,Wed,86,Atlanta Hawks,85,Box Score,0
317,0317199984,03171999,Wed,84,Boston Celtics,118,Box Score,0
318,03171999111,03171999,Wed,111,Charlotte Hornets,119,Box Score,0
319,03171999114,03171999,Wed,114,Denver Nuggets,109,Box Score,0
320,03171999103,03171999,Wed,103,Detroit Pistons,101,Box Score,0
321,0317199982,03171999,Wed,82,Golden State Warriors,78,Box Score,0
322,0317199987,03171999,Wed,87,New Jersey Nets,88,Box Score,0
323,0317199994,03171999,Wed,94,Orlando Magic,103,Box Score,0
324,03171999110,03171999,Wed,110,Philadelphia 76ers,114,Box Score,0
325,0318199995,03181999,Thu,95,Chicago Bulls,104,Box Score,0
326,0318199993,03181999,Thu,93,Cleveland Cavaliers,100,Box Score,0
327,0318199983,03181999,Thu,83,Milwaukee Bucks,99,Box Score,0
328,0318199986,03181999,Thu,86,New York Knicks,78,Box Score,0
329,0318199988,03181999,Thu,88,Sacramento Kings,78,Box Score,0
330,0318199981,03181999,Thu,81,Vancouver Grizzlies,86,Box Score,0
331,0318199995,03181999,Thu,95,Washington Wizards,87,Box Score,0
332,0319199985,03191999,Fri,85,Atlanta Hawks,93,Box Score,0
333,0319199982,03191999,Fri,82,Charlotte Hornets,83,Box Score,0
334,03191999105,03191999,Fri,105,Denver Nuggets,101,Box Score,0
335,0319199987,03191999,Fri,87,Detroit Pistons,94,Box Score,0
336,0319199978,03191999,Fri,78,Golden State Warriors,90,Box Score,0
337,0319199987,03191999,Fri,87,Indiana Pacers,96,Box Score,0
338,0319199990,03191999,Fri,90,Philadelphia 76ers,105,Box Score,0
339,0319199985,03191999,Fri,85,Portland Trail Blazers,90,Box Score,0
340,0319199982,03191999,Fri,82,Toronto Raptors,93,Box Score,0
341,0320199983,03201999,Sat,83,Atlanta Hawks,77,Box Score,0
342,0320199990,03201999,Sat,90,Dallas Mavericks,104,Box Score,0
343,0320199993,03201999,Sat,93,Houston Rockets,103,Box Score,0
344,0320199994,03201999,Sat,94,Miami Heat,89,Box Score,0
345,0320199978,03201999,Sat,78,New York Knicks,96,Box Score,0
346,0320199992,03201999,Sat,92,Vancouver Grizzlies,88,Box Score,0
347,0320199983,03201999,Sat,83,Washington Wizards,113,Box Score,0
348,0321199995,03211999,Sun,95,Boston Celtics,92,Box Score,0
349,0321199985,03211999,Sun,85,Cleveland Cavaliers,88,Box Score,0
350,0321199998,03211999,Sun,98,Denver Nuggets,102,Box Score,0
351,03211999101,03211999,Sun,101,Detroit Pistons,104,Box Score,0
352,0321199994,03211999,Sun,94,Milwaukee Bucks,87,Box Score,0
353,03211999100,03211999,Sun,100,Minnesota Timberwolves,85,Box Score,0
354,03211999115,03211999,Sun,115,Orlando Magic,104,Box Score,0
355,0321199975,03211999,Sun,75,Portland Trail Blazers,91,Box Score,0
356,0321199981,03211999,Sun,81,Toronto Raptors,85,Box Score,0
357,0322199996,03221999,Mon,96,Dallas Mavericks,93,Box Score,0
358,03221999100,03221999,Mon,100,Houston Rockets,110,Box Score,0
359,0322199986,03221999,Mon,86,Indiana Pacers,90,Box Score,0
360,0322199986,03221999,Mon,86,Milwaukee Bucks,115,Box Score,0
361,0322199987,03221999,Mon,87,New Jersey Nets,106,Box Score,0
362,0322199980,03221999,Mon,80,New York Knicks,71,Box Score,0
363,0322199984,03221999,Mon,84,Phoenix Suns,89,Box Score,0
364,0322199976,03221999,Mon,76,Seattle SuperSonics,92,Box Score,0
365,03231999113,03231999,Tue,113,Chicago Bulls,90,Box Score,0
366,0323199986,03231999,Tue,86,Cleveland Cavaliers,113,Box Score,0
367,0323199978,03231999,Tue,78,Orlando Magic,86,Box Score,0
368,0323199972,03231999,Tue,72,Portland Trail Blazers,79,Box Score,0
369,0323199982,03231999,Tue,82,San Antonio Spurs,112,Box Score,0
370,0323199981,03231999,Tue,81,Utah Jazz,84,Box Score,0
371,03241999102,03241999,Wed,102,Atlanta Hawks,103,Box Score,0
372,0324199987,03241999,Wed,87,Boston Celtics,68,Box Score,0
373,0324199981,03241999,Wed,81,Charlotte Hornets,110,Box Score,0
374,0324199988,03241999,Wed,88,Dallas Mavericks,78,Box Score,0
375,0324199992,03241999,Wed,92,Los Angeles Clippers,80,Box Score,0
376,03241999106,03241999,Wed,106,Los Angeles Lakers,101,Box Score,0
377,0324199984,03241999,Wed,84,Milwaukee Bucks,76,Box Score,0
378,0324199984,03241999,Wed,84,New Jersey Nets,71,Box Score,0
379,0324199991,03241999,Wed,91,Sacramento Kings,92,Box Score,0
380,0324199996,03241999,Wed,96,Seattle SuperSonics,92,Box Score,0
381,0324199995,03241999,Wed,95,Vancouver Grizzlies,90,Box Score,0
382,0325199986,03251999,Thu,86,Denver Nuggets,65,Box Score,0
383,03251999104,03251999,Thu,104,Houston Rockets,113,Box Score,0
384,0325199986,03251999,Thu,86,Orlando Magic,96,Box Score,0
385,0325199984,03251999,Thu,84,Portland Trail Blazers,97,Box Score,0
386,0326199981,03261999,Fri,81,Atlanta Hawks,93,Box Score,0
387,0326199982,03261999,Fri,82,Charlotte Hornets,90,Box Score,0
388,0326199979,03261999,Fri,79,Dallas Mavericks,98,Box Score,0
389,0326199985,03261999,Fri,85,Detroit Pistons,90,Box Score,0
390,0326199996,03261999,Fri,96,Golden State Warriors,100,Box Score,0
391,03261999111,03261999,Fri,111,Los Angeles Lakers,109,Box Score,0
